raman_shift_cm-1,wavelength_nm,intensity
4413.516644,279.238000,-0.206167
4420.825295,279.295000,2.317674
4428.130962,279.352000,0.031616
4435.561740,279.410000,-0.522046
4442.861395,279.467000,3.035218
4450.158074,279.524000,-0.401211
4457.579711,279.582000,0.225456
4464.870389,279.639000,0.259687
4472.158095,279.696000,4.053255
4479.570607,279.754000,-0.275470
4486.852324,279.811000,-0.201680
4494.131074,279.868000,4.524481
4501.534479,279.926000,1.610080
4508.807251,279.983000,3.620437
4516.077062,280.040000,-1.406268
4523.343914,280.097000,-1.056305
4530.735220,280.155000,0.337279
4537.996108,280.212000,-0.143552
4545.254043,280.269000,-1.272883
4552.509026,280.326000,0.855585
4559.888262,280.384000,4.504043
4567.137295,280.441000,-1.288856
4574.383383,280.498000,2.448986
4581.626526,280.555000,1.416343
4588.866727,280.612000,2.446590
4596.103987,280.669000,-1.499309
4603.338308,280.726000,5.356186
4610.696532,280.784000,-3.083855
4617.924929,280.841000,1.702995
4625.150392,280.898000,-6.967096
4632.372923,280.955000,-1.354918
4639.592525,281.012000,2.362872
4646.809198,281.069000,5.899056
4654.022945,281.126000,3.716627
4661.233767,281.183000,2.264716
4668.441666,281.240000,0.337198
4675.646644,281.297000,-3.873465
4682.848703,281.354000,4.900996
4690.047844,281.411000,2.559025
4697.244070,281.468000,1.362805
4704.437381,281.525000,1.796623
4711.627780,281.582000,4.820456
4718.815269,281.639000,-2.479075
4725.999849,281.696000,4.750981
4733.181522,281.753000,-8.460695
4740.360290,281.810000,1.774970
4747.536154,281.867000,-3.117009
4754.583300,281.923000,2.692514
4761.753414,281.980000,2.123887
4768.920629,282.037000,8.080838
4776.084949,282.094000,0.513871
4783.246373,282.151000,1.947889
4790.404904,282.208000,0.478057
4797.435032,282.264000,-0.414624
4804.587834,282.321000,-0.104999
4811.737748,282.378000,-3.771380
4818.884776,282.435000,-0.611358
4826.028920,282.492000,4.635862
4833.044920,282.548000,1.838835
4840.183352,282.605000,-6.415050
4847.318904,282.662000,3.854479
4854.451579,282.719000,-1.998975
4861.456319,282.775000,3.186333
4868.583295,282.832000,4.882517
4875.707399,282.889000,1.938603
4882.703723,282.945000,1.420194
4889.822139,283.002000,-1.110384
4896.937687,283.059000,0.795119
4903.925611,283.115000,2.971717
4911.035481,283.172000,-1.290954
4918.142490,283.229000,-0.004387
4925.122029,283.285000,-1.453432
4932.223369,283.342000,3.016975
4939.197342,283.398000,0.479092
4946.293021,283.455000,-1.551002
4953.385847,283.512000,5.013649
4960.351460,283.568000,-1.415323
4967.438635,283.625000,2.445286
4974.398699,283.681000,1.074483
4981.480229,283.738000,1.210681
4988.434752,283.794000,4.541722
4995.510644,283.851000,1.548248
5002.459631,283.907000,7.048170
5009.529893,283.964000,3.812785
5016.473351,284.020000,7.186827
5023.537988,284.077000,5.253802
5030.475924,284.133000,6.050116
5037.534943,284.190000,7.538677
5044.467363,284.246000,7.238117
5051.397052,284.302000,6.707292
5058.447683,284.359000,2.832132
5065.371866,284.415000,0.455473
5072.416896,284.472000,2.967788
5079.335580,284.528000,2.926907
5086.251541,284.584000,2.287202
5093.288207,284.641000,4.760882
5100.198678,284.697000,9.387270
5107.106432,284.753000,1.344354
